Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;accueil;courrier;reseaux sociaux;Description_2;Description_3;clusters
inadmissible    indique ouvert sur google et arrivant devant la porte   un papier indiquant ferme le jeudi   les conseillers ne repondent pas aux mails bref de qui se fout on    ;0;0;0;1;0;;;['inadmissibl', 'ouvert', 'googl', 'arriv', 'ferm', 'jeud', 'repondent', 'fout'];inadmissibl ouvert googl arriv ferm jeud repondent fout;0
pendant les travaux pole emploi n est plus a la meme adresse  on le decouvre une fois sur place   se rendre   6 av  du professeur gregorio maranon  64500 saint jean de luz   et les horaires sont differentes  ;0;0;0;0;0;;;['traval', 'decouvr', 'av', 'professeur', 'gregorio', 'maranon', '64500', 'saint', 'jean', 'luz', 'horair'];traval decouvr av professeur gregorio maranon 64500 saint jean luz horair;0
personnel antipathique desagreable aucun sens du relationnel et surtout ne vous apporte aucune aide pour toutes demarches  a quoi sert le personnel de chez pole emploi       ;0;0;0;0;0;;;['antipath', 'relationnel', 'apport', 'demarch'];antipath relationnel apport demarch;-1
  j ai ete extremement satisfait a la cite sensible des etrons  aka le pole emploi de saint jean de luz ou le popole comme disent les jeunes du coin  un service accueillant et des artistes locaux de qualite  j ai pas les mots quand le iencli est venu prendre sa conse jai tape une gestu en survetement lacoste  pour te depouiller on t attend devant le tacos     implike140;0;0;0;0;0;;;['extrem', 'satisf', 'cit', 'sensibl', 'etron', 'aka', 'saint', 'jean', 'luz', 'popol', 'disent', 'jeun', 'coin', 'artist', 'iencl', 'venu', 'cons', 'tap', 'gestu', 'survet', 'lacost', 'depouill', 'attend', 'tacos', 'implike140'];extrem satisf cit sensibl etron aka saint jean luz popol disent jeun coin artist iencl venu cons tap gestu survet lacost depouill attend tacos implike140;0
mon compagnon s est inscrit au mois de fevrier  jamais il n a pu rencontrer le moindre agent de pole emploi  uniquement des entretiens telephoniques hatifs  aucune proposition d emploi  on l a juste oriente vers une de ces agences privees censees assurer une orientation vers une formation professionnelle  des tests ridicules niveau college  la aussi par telephone et aucun resultat tangible   son emploi  en cdi  il se l est trouve tout seul  l argent du chomage et de la formation continue est bien mal utilise et les chomeurs semblent bien peu consideres   ;0;0;1;0;0;;;['compagnon', 'inscrit', 'agent', 'hatif', 'orient', 'prive', 'cense', 'assur', 'orient', 'format', 'test', 'ridicul', 'colleg', 'tangibl', 'cdi', 'argent', 'chomag', 'format', 'semblent'];compagnon inscrit agent hatif orient prive cense assur orient format test ridicul colleg tangibl cdi argent chomag format semblent;3
telephone inutile  juste pour faire serieux ;0;0;1;0;0;;;[];;0
tres bon premier contact avec mon conseiller qui m a donne toutes les informations dont j avais besoin  et plus ;0;0;1;0;0;;;['contact'];contact;0
personnel a l ecoute  tres serviable et professionne l;0;0;0;0;1;;;['serviabl', 'profession'];serviabl profession;0
chercher une place de parking est parfois plus long que chercher  du travail la bas;0;0;0;0;0;;;['parking'];parking;8
j ai ete bien recue  ecoutee et ma demande a ete prise en consideration  merci a mon conseiller ;0;0;0;0;1;;;['ecoute'];ecoute;0
lieu propre  bon accueil et conseiller agreable ;0;0;0;0;1;;;['propr'];propr;-1
peux mieux faire;0;0;0;0;0;;;[];;0
formation afpr qui s est transforme en exploitation durant 3 mois pour se voir offrir un salaire d avance sur commission  un tel procede est honteux  la conseillere en entreprise a ete complice de cette arnaque ;0;0;0;0;0;;;['format', 'afpr', 'transform', 'exploit', 'offrir', 'salair', 'commiss', 'tel', 'proced', 'complic', 'arnaqu'];format afpr transform exploit offrir salair commiss tel proced complic arnaqu;0
le desastre doit toujours attendre mon argent  les demandes de renseignements ne recevront une reponse qu apres jours ;0;0;0;0;0;;;['desastr', 'argent', 'recevront', 'repons'];desastr argent recevront repons;0
impossible de faire pire   ;0;0;0;0;0;;;[];;0
accueil impeccable et explications super ;0;0;0;0;1;;;['impecc'];impecc;-1
super accueil et c pas la premiere fois   aujourd hui une dame qui nous a assiste sur les ordinateurs juste adorable   d une gentillesse et si douce je tenais vraiment la remercier encore pour son professionnalisme juste qu elle etait tte seule a gerer tt le monde faudrait mettre une collegue aussi efficace qu elle car elle etait un peu sur mesure a mon gout;0;0;0;0;1;;;['ador', 'gentilless', 'douc', 'ten', 'remerci', 'professionnal', 'tte', 'tt', 'collegu', 'gout'];ador gentilless douc ten remerci professionnal tte tt collegu gout;0
personnel sympathique;0;0;0;0;1;;;['sympath'];sympath;2
j ai meme pas les mots ;0;0;0;0;0;;;[];;0
bilan de deux annees  pole emploi   3 conseilleres consecutives  rdv avec la premiere qui m explique tout  je me sens en confiance  puis au bout de qq mois  je decouvre  que j ai une nouvelle conseillere avec qui je n ai eu qu un rdv telephonique  quant a la 3eme  elle m est totalement inconnue  je demande des aides administratives pour la creation de ma micro entreprise  reponse   il n y en a pas  la deuxieme m inscrit a une formation sur ma demande mais je decouvre par la conseillere en charge de la formation qu une fois votre me declaree  vous n avez plus droit aux formations   info que l on ne m a pas donne en amont  ca aurait ete sympa  pire  ma conseillere attitree me propose de fermer ma me  de faire la formation et de la reouvrir apres  certes    du coup  je n ai au droit a aucune formation et je me debrouille toute seule pour le developpement de ma me pire j ai travaille 2 semaines en entreprise  resultat   votre salaire est deduit des indemnites donc en fin de mois    une indemnite diminuee avec du stress en plus et de l essence en moins  c est quoi deja le boulot de pole emploi  ;0;0;1;0;1;;;['consecut', 'rdv', 'qq', 'decouvr', 'rdv', '3em', 'inconnu', 'administr', 'micro', 'repons', 'inscrit', 'format', 'decouvr', 'format', 'format', 'info', 'amont', 'attitre', 'ferm', 'format', 'reouvr', 'cert', 'format', 'debrouill', 'developp', 'salair', 'deduit', 'indemnit', 'indemnit', 'diminue', 'stress', 'essenc', 'boulot'];consecut rdv qq decouvr rdv 3em inconnu administr micro repons inscrit format decouvr format format info amont attitre ferm format reouvr cert format debrouill developp salair deduit indemnit indemnit diminue stress essenc boulot;3
tres bien accueilli et bien accompagne  conseillere tres calme et competente  12  ;0;0;0;0;1;;;['calm', 'competent'];calm competent;0
hyper desagreable les personnes qui y travaillent  honteux ;0;0;0;0;1;;;['hyp', 'travaillent'];hyp travaillent;0
j ai ete recu par une conseillere vraiment tres sympathique ;0;0;0;0;1;;;['sympath'];sympath;2
depuis mon demenagement a saint marcellin il m arrive que des galere a l agence de pole emploi     nous avons pas le choix de mettre au moins une etoile qui merite pas du tout  depuis le 18 mars on le fait galere avec mon attestation d employeur que j ai quand meme envoye directement de l agence pole emploi   que mes conseiller mon bloque les conversations en me disant que le dossier avait traite    on m a fait faire une reclamation ou l on m a repondu que les choses avaient ete regle et en faite toujours rien      on m a envoye a un atelier cv a voiron ou j ai paye 17  de parking pour repartir sans cv     mon conseiller d indemnisation me repond plus super je suis enceinte et depuis mars je suis en galere et la toujours en attente sans revenus     dernier recours faire appel a un mediateur de pole emploi ;0;0;0;0;0;;;['demenag', 'saint', 'marcellin', 'galer', 'merit', '18', 'galer', 'attest', 'employeur', 'dossi', 'reclam', 'ateli', 'voiron', 'pay', '17', 'parking', 'repart', 'indemnis', 'enceint', 'galer', 'revenus', 'recour', 'appel', 'mediateur'];demenag saint marcellin galer merit 18 galer attest employeur dossi reclam ateli voiron pay 17 parking repart indemnis enceint galer revenus recour appel mediateur;0
ca devrait plutot s appeler pole chomage remarque faut bien ca avec tous ces demandeurs de chomage venus d ailleurs n est ce pas  monsieur vincent apres on se demande pourquoi il faut une reforme qui impacte tout le monde a cause de gens qui ont profite j en connais qui touchent le chomage   deal  travail au black bizarre pole emploi a eux ne controlent ni leur demarche de recherche ni ne les radient il faut avoir une bonne tete de fds pour avoir cet honneur ;0;0;0;0;0;;;['appel', 'chomag', 'remarqu', 'chomag', 'venus', 'vincent', 'reform', 'impact', 'profit', 'touchent', 'chomag', 'deal', 'black', 'bizarr', 'controlent', 'demarch', 'radient', 'tet', 'fd', 'honneur'];appel chomag remarqu chomag venus vincent reform impact profit touchent chomag deal black bizarr controlent demarch radient tet fd honneur;-1
agence d incapable  annonce des trop percus alors que les actualisation etais faite en temps et en heure  directeur d agence qui n assume pas et qui decide de cloturer la discussion par mail quand on lui annonce qu ont conteste ce trop percus   la seule etoile que je suis oblige de mettre reviens a la conseillere qui m avais accompagne dans mon projet de formation l annee derniere et qui faisait elle  parfaitement son travail  contrairement a d autre  ;0;0;0;1;1;;;['percus', 'directeur', 'assum', 'clotur', 'discuss', 'contest', 'percus', 'revien', 'format'];percus directeur assum clotur discuss contest percus revien format;-1
on annule mon rdv avec un conseiller sans explication    histoire de bien retarder ma recherche d emploi;0;0;0;0;1;;;['rdv', 'histoir', 'retard'];rdv histoir retard;4
l humain n est pas pris en compte chez pole emploi pas plus que quand il est demandeur d emploi que conseiller ;0;0;0;0;0;;;['compt'];compt;-1
conseillere professionnelle  de la place pour se garer  ;1;0;0;0;1;;;[];;0
personnel ponctuel et engage  dans mon cas ils ont fait de leur mieux pour comprendre ma situation et me conseiller   l administratif c est toujours complique  courage ;0;0;0;0;1;;;['ponctuel', 'engag', 'administr', 'courag'];ponctuel engag administr courag;2
agreablement surprise par la conseillere pole emploi que j ai vue et par l agence  ils ont ouvert et m ont prise en charge a l heure  ont ete tres accueillants  la conseillere a ete tres souriante et ma donne de bons conseils  ca fait vraiment plaisir  ;0;0;0;0;1;;;['ouvert', 'souri', 'plais'];ouvert souri plais;0
donner moi mes sous pour mon afpr;0;0;0;0;0;;;['afpr'];afpr;0
honnetement a se rythme la ouvrer que deux jours par semaine les gens n ont pas besoins de vous  les gens sons a votre disposition  prenez des vacances fermer faite faillite au lieu de faire semblant de travailler ;0;0;0;0;0;;;['honnet', 'rythm', 'besoin', 'son', 'pren', 'vacanc', 'ferm', 'faillit', 'sembl'];honnet rythm besoin son pren vacanc ferm faillit sembl;0
car le personnel est tres a l ecoute et aide bien dans les demarches;0;0;0;0;1;;;['demarch'];demarch;0
ce lieu est a recommander meme si est seulement si la conjoncture est passee par la  les temps sont durs pour tous le monde  le personnel essaie de faire le mieux pour les demandeurs d emploi ;0;0;0;0;0;;;['recommand', 'conjonctur', 'passe'];recommand conjonctur passe;4
il y a du mieux est c est tant mieux notamment dans les relations entre organismes et il faut savoir qu y aller directement peut faire gagner un peu de temps  ;0;0;0;0;1;;;[];;0
ils ne m ont pas aides  au contraire j ai perdu enormement de temps dans les papiers et tout ca pour rien  ils sont tres agressifs quand il manque un papier  ;0;0;0;0;0;;;['agress'];agress;-1
bon service;0;0;0;0;0;;;[];;0
conseil    le batiment du pole emploie se situe en fait a cote du batiment sncf mobilities    pas trop loin de l arret de bus num 11 semard ou sinon marcher de la gare de saint pierre des corps en ligne droite;1;0;0;0;0;;;['situ', 'sncf', 'bus', 'num', '11', 'semard', 'march', 'saint', 'pierr', 'corp'];situ sncf bus num 11 semard march saint pierr corp;-1
c est de notoriete publique que pole emploi n aide personne a retrouver du travail  j ai appris qu ils etaient egalement incapables de remplir un document en moins d une semaine  de fournir des informations claires sur des demarches de retour a l emploi  ou de montrer la moindre once de motivation implication dans les dossiers qu ils suivent   merci de me donner une motivation supplementaire de retrouver la stabilite professionnelle pour ne plus jamais avoir affaire a vos services ;0;0;0;0;0;;;['notoriet', 'appris', 'docu', 'clair', 'demarch', 'montr', 'once', 'impliqu', 'dossi', 'suivent', 'supplementair', 'stabilit', 'affair'];notoriet appris docu clair demarch montr once impliqu dossi suivent supplementair stabilit affair;-1
se faire renvoyer chez soit sous la plus apres avoir tourne en rond pendant 1h sans trouver le batiment cacher je ne sais ou  ils veulent pas qu on bosse en fait c est ca   ;0;0;0;0;1;;;['renvoi', 'rond', '1h', 'cach', 'veulent', 'boss'];renvoi rond 1h cach veulent boss;-1
tres bon accueil  personne tres agreable avec de tres bonnes explications et renseignements ;0;0;0;0;1;;;[];;0
appel pour un renseignement standardiste tres mal eleve je le dis incorrect ne laisse pas parler et ce prend de haut franchement pole emplois fermer de bon a rien ;0;0;1;0;0;;;['appel', 'standard', 'elev', 'incorrect', 'haut', 'ferm'];appel standard elev incorrect haut ferm;-1
